row_type,method_id,preset,backend,fit_mode,truth_data_used,trajectory_model_weighted_score_0_100,trajectory_model_interpretation,segment_trajectory_score_0_100,event_aware_join_score_0_100,hard_gap_honesty_score_0_100,locality_scope_score_0_100,mean_position_score_0_100,mean_velocity_evidence_score_0_100,mean_fd_kinematics_score_0_100,mean_smoothness_score_0_100,mean_plausibility_score_0_100,mean_detail_score_0_100,mean_derivative_closure_score_0_100,hard_gap_count,bridged_gap_count,bridge_frame_count,normal_join_count,normal_max_acceleration_jump_mps2,normal_max_jerk_jump_mps3,locality_note,segment_id,component_id,regime_label,trajectory_regime_bucket,t0,t1,n_observations,trajectory_model_score_0_100,position_score_0_100,velocity_evidence_score_0_100,fd_kinematics_score_0_100,smoothness_score_0_100,plausibility_score_0_100,detail_score_0_100,derivative_closure_score_0_100,velocity_weighted_rmse_3d_mps,fd_velocity_rmse_3d_mps,track_angle_median_error_deg,jerk_per_speed_rms_1_s2,snap_proxy_rms_mps4,turn_rate_p95_deg_s,velocity_detail_retention_ratio
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0014,comp_0001,level_decel__turn_left_slow,airborne,1766851621.0,1766851652.0,29,97.42031277916769,91.03281149651075,100.0,90.60234624741489,100.0,100.0,100.0,100.0,5.721243485598756,19.526019229650444,2.3769682244847745,0.0019362955396090762,0.020800805713811533,2.680638173842528,0.707121594530932
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0015,comp_0001,level_decel__turn_left_slow,airborne,1766851652.0,1766851671.0,16,98.52345026302002,100.0,100.0,90.77156414387504,100.0,100.0,100.0,100.0,6.770857358944317,19.41379324982241,1.5662634139290263,0.0024421449418206625,0.04215166161471917,2.4579119321032086,0.6799540598351964
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0016,comp_0001,level_decel__turn_left_slow,airborne,1766851671.0,1766851690.0,19,88.60236247843339,100.0,100.0,80.75643594581273,100.0,100.0,16.813327271033316,100.0,2.490397127850265,28.266695047187593,0.6604204537569476,0.002436428918094661,0.06374249009512993,0.6804414570414374,0.12539598363178994
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0017,comp_0001,level_decel__turn_left_slow,airborne,1766851690.0,1766851739.0,45,95.6709147134951,75.46845908046599,100.0,91.34187264899475,100.0,100.0,100.0,100.0,7.179346797149084,18.8526534645871,2.9170607549465997,0.002055982724332049,0.03611834075796029,2.014794067352471,0.7920105811639959
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0018,comp_0001,level_decel__turn_left_medium,airborne,1766851739.0,1766851754.0,14,98.53224835947857,99.94413620363315,100.0,90.86845009401618,100.0,100.0,100.0,100.0,7.134993416144879,19.277964098452262,4.02493004564638,0.004004578664881905,0.050396677061185995,2.725494157671451,0.5056503413078993
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0019,comp_0001,level_decel__turn_left_slow,airborne,1766851754.0,1766851790.0,37,99.07321564829303,100.0,100.0,99.51963823111329,100.0,100.0,91.5007353131489,100.0,1.9300297344801909,11.126541017301266,1.2577683408016576,0.0019410761086532647,0.023024149697487905,0.945845364928614,0.327051985345502
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0020,comp_0001,descent,approach_final,1766851790.0,1766851992.0,202,92.63864395407448,100.0,100.0,97.53009678024588,100.0,100.0,30.338284692351223,100.0,1.6734371491119482,13.418488277954621,0.972135420969174,0.0006639491857551566,0.012000767846213846,0.11342972219485901,0.1619133686693483
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0021,comp_0001,climb,airborne,1766851992.0,1766852025.0,32,95.06418362425006,82.01758813908026,97.49390664466405,88.49279200616802,100.0,98.42015520608757,97.35501401681742,100.0,8.448661049850699,18.621394255660285,1.9177227085161097,0.0037392700860727685,0.02091143869404355,0.11556782605189386,0.342858537845407
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0022,comp_0001,climb,airborne,1766852025.0,1766852040.0,8,94.17494649108531,100.0,100.0,100.0,100.0,100.0,41.74946491085288,100.0,2.5999262288286156,8.021332062619251,1.7390939353866193,0.00155130398485018,0.007708899705345606,0.4229368624891438,0.19272355525930276
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0023,comp_0001,climb,airborne,1766852040.0,1766852077.0,13,95.96814621228708,83.15040730311954,100.0,93.171839844683,100.0,100.0,90.82602960763434,100.0,2.5935339978709635,17.311335106248627,2.0818493733746353,0.0004684279432943219,0.0032648205620880123,0.2435764993312996,0.3252302799406127
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0024,comp_0001,energy_constant,airborne,1766852077.0,1766852161.0,75,91.8426654639985,97.99236252341856,100.0,85.18842135889794,100.0,100.0,44.53434543764585,100.0,1.9146215781415796,24.311214982395356,0.9117456832739026,0.0002583151132412262,0.0021141964278958585,0.18534575061251882,0.20024273268164378
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0025,comp_0001,level_accel__turn_right_slow,airborne,1766852161.0,1766852189.0,26,99.18673192319851,100.0,100.0,94.91707451999054,100.0,100.0,100.0,100.0,6.4305989410587765,15.678171435048426,0.9775840286559938,0.002431767158582376,0.02836217935987329,2.693837225516609,0.6708377548290616
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0026,comp_0001,climb__turn_right_slow,airborne,1766852189.0,1766852240.0,49,92.58007902894673,67.39217139422662,100.0,78.08136538524698,100.0,100.0,100.0,100.0,8.252939887901544,30.63033568270342,1.7172101879613193,0.0015210370182215977,0.03993575621946688,2.666409372850847,0.7924162646673357
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0027,comp_0001,climb,airborne,1766852240.0,1766852266.0,27,86.31376997936594,99.57227238385052,100.0,77.28185808314919,100.0,100.0,0.0,100.0,2.4824295481355874,31.34042636399475,0.46851567654818166,0.0005517205702412374,0.011743870361100795,0.216565521507283,0.07800815437269906
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0028,comp_0001,climb__turn_left_slow,airborne,1766852266.0,1766852384.0,111,92.43982088327967,59.3047791698347,100.0,83.27029614312178,100.0,100.0,100.0,100.0,9.077094229808786,26.026436402386402,3.034114310442634,0.0008063537157924814,0.010412953258994717,1.7830701933358604,0.9340939958597082
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0029,comp_0001,climb,airborne,1766852384.0,1766852434.0,51,88.26540207795898,98.81801913742964,100.0,87.41786373205828,100.0,100.0,4.203815843380883,100.0,2.126617580656318,22.379237970676442,0.6588104149493543,0.0004186704746809274,0.009165641053712188,0.17125515130808558,0.09135030277712838
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0030,comp_0001,energy_constant,airborne,1766852434.0,1766852464.0,31,87.16535723734172,100.0,100.0,82.28348273338568,100.0,100.0,0.0,100.0,2.0621222892972875,26.869441645610184,0.5561794448725339,0.00045036510266837363,0.007571559204930731,0.21198513908412517,0.06205729162994635
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0031,comp_0001,level_accel__turn_left_slow,airborne,1766852464.0,1766852585.0,105,97.25713464056078,89.77347441633623,100.0,90.52698569125263,100.0,100.0,100.0,100.0,5.700244081787772,19.581409796926465,1.0276662358339224,0.0011439812205890066,0.024339240565198598,1.9466393765088352,0.9661664941871438
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0032,comp_0001,energy_constant,airborne,1766852585.0,1766852739.0,153,85.25334479234391,88.61794144840492,100.0,78.8699488658456,100.0,100.0,0.0,100.0,1.4883553716219002,29.895842433877842,0.5725867436445733,0.00022391988713652995,0.003902306595017724,0.16384013708615644,0.04641495633100732
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0033,comp_0001,descent__turn_right_slow,approach_final,1766852739.0,1766852770.0,25,96.65187254132958,93.67695743897886,100.0,83.81648530407566,100.0,100.0,100.0,100.0,4.135536783504725,25.554948264622492,1.3720183923995792,0.0013562891823817615,0.0244690820088267,1.8379709527627406,0.5622387310457014
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0034,comp_0001,level_decel__turn_right_slow,airborne,1766852770.0,1766852804.0,29,97.51843276252315,98.19899735807527,100.0,85.84095674721308,100.0,100.0,100.0,100.0,3.053714851231345,23.721889414734743,1.2224941140922387,0.0012906027066992374,0.014696350364379862,1.754987107149939,0.5356974652714642
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0035,comp_0001,level_decel__turn_left_slow,airborne,1766852804.0,1766852947.0,132,97.36266845256111,99.1756716587969,100.0,84.13492408440915,100.0,100.0,100.0,100.0,6.279380481960101,25.231885573442696,0.7445582635399667,0.0011281096742125928,0.013049899181093285,1.84151896619586,0.9751120485722047
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0036,comp_0001,level_decel__turn_left_slow,airborne,1766852947.0,1766852996.0,35,97.03669524813684,98.07893476350479,100.0,82.92014422822659,100.0,100.0,100.0,100.0,4.32389690533275,26.320837590161776,0.8381807507095902,0.001119619032946686,0.0210136137119486,1.5221800313873661,0.7247259875024387
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0037,comp_0001,energy_constant,airborne,1766852996.0,1766853063.0,64,87.7614321901425,96.98348118490004,100.0,85.13650236775491,100.0,100.0,5.015740691136881,100.0,1.789166525558988,24.339788133082077,0.8757316190490739,0.0001324832622826453,0.0009916951173580735,0.11205761047601691,0.09354249986606958
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0038,comp_0001,level_accel__turn_left_slow,airborne,1766853063.0,1766853403.0,316,97.3360934607515,98.22692902072143,100.0,84.6803873641557,100.0,100.0,100.0,100.0,5.818035717137042,24.75320324159122,0.8625811649398791,0.0011553875873661704,0.014815530999359295,2.3662130696109362,0.9753320052010497
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0039,comp_0001,energy_constant,airborne,1766853403.0,1766853419.0,17,86.84526918289879,100.0,100.0,80.28293239311732,100.0,100.0,0.0,100.0,0.8346636099453665,28.64316574095152,0.6034871478134876,0.00033073719438109206,0.005415796347523395,0.10733482919967374,0.02534843397314077
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0040,comp_0001,descent,approach_final,1766853419.0,1766853472.0,54,87.56892853469539,100.0,100.0,84.8058033418461,100.0,100.0,0.0,100.0,1.5972779084059257,24.693602349127204,0.6451838598796111,0.0003091087149791668,0.0030512859234867527,0.2885796698862474,0.0783823812747189
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0041,comp_0001,descent__turn_left_slow,approach_final,1766853472.0,1766853547.0,61,86.39985984110287,25.670985833620904,99.63628949518338,71.15505894959588,100.0,100.0,100.0,100.0,10.297581322122692,36.76786442369601,2.7142706831328107,0.0009530764715126715,0.010537625279035885,1.850811924702934,0.8302004845917532
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0042,comp_0001,descent,approach_final,1766853547.0,1766853624.0,74,88.08676793959953,93.8140562311457,100.0,74.77391429909974,100.0,100.0,28.652549040060695,100.0,1.9924219359865032,33.36947675052826,0.4990853137361405,0.00026588114680502315,0.002830375671788899,0.277874961641793,0.15736188240816387
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0043,comp_0001,descent__turn_left_slow,approach_final,1766853624.0,1766853690.0,63,86.82396190548224,18.57663407757042,98.84295465990508,80.01896235869283,100.0,100.0,100.0,100.0,10.94667346007766,28.93024328239182,3.2733279926677,0.0009407518142383862,0.013903087470029036,1.645682080248277,0.7680715791959462
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0044,comp_0001,descent,approach_final,1766853690.0,1766853730.0,41,86.79280896764409,91.35793760378075,100.0,86.43660284493991,100.0,100.0,0.0,100.0,1.752594313545067,23.259701607679943,0.6035969516583748,0.00046904208944928384,0.009645031541518023,0.2512047189508844,0.04703514603714057
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0045,comp_0001,descent__turn_left_slow,approach_final,1766853730.0,1766853807.0,67,94.9289627826971,74.33365878175823,100.0,87.55577330553808,100.0,100.0,100.0,100.0,8.73860446505726,22.265304824843735,4.151918736933599,0.0013933561274113695,0.027797778302544644,1.8948638000726394,0.8818970116353653
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0046,comp_0001,energy_constant__turn_left_slow,airborne,1766853807.0,1766853835.0,29,93.92086450673152,100.0,100.0,93.6898124160407,100.0,100.0,49.304945201649765,100.0,2.6935797405992337,16.80388518732327,1.4985992446440244,0.0016865463359992657,0.02025057899069019,1.1998786818631477,0.21312335204445437
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0047,comp_0001,level_decel,airborne,1766853835.0,1766853953.0,119,93.3965683483479,100.0,100.0,92.59324069374398,100.0,100.0,45.81649837348847,100.0,1.84383395821516,17.756965865705958,1.13033849632995,0.00042934874086127545,0.008149117552435964,0.1099795176048992,0.20370454560841886
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0048,comp_0001,descent,approach_final,1766853953.0,1766854176.0,199,92.19078357772428,100.0,100.0,96.1629256885953,100.0,100.0,28.04715467549023,100.0,2.2310028973390907,14.678525479016514,1.0738741239223035,0.00022278080712203076,0.0031413844783776995,0.03039601068289259,0.1557273176238236
